Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2021,Contra Costa,CA,Passenger,3,3,6,274,280,2.14
February 28 2022,Pacific,WA,Truck,0,0,0,7997,7997,0.00
May 31 2020,Thurston,WA,Truck,0,0,0,55464,55464,0.00
February 28 2018,Kittitas,WA,Passenger,37,27,64,28682,28746,0.22
May 31 2024,District of Columbia,DC,Passenger,2,0,2,121,123,1.63
August 31 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
April 30 2021,Montgomery,PA,Passenger,1,0,1,25,26,3.85
November 30 2022,Washington,MD,Passenger,2,0,2,14,16,12.50
January 31 2022,Sarasota,FL,Passenger,2,0,2,40,42,4.76
May 31 2020,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
April 30 2021,Adams,WA,Passenger,11,9,20,13042,13062,0.15
March 31 2022,Chelan,WA,Passenger,437,122,559,54557,55116,1.01
June 30 2018,Wahkiakum,WA,Truck,0,0,0,1675,1675,0.00
September 30 2018,Maricopa,AZ,Passenger,1,2,3,1645,1648,0.18
January 31 2023,Cowlitz,WA,Passenger,418,192,610,70099,70709,0.86
July 31 2020,Brevard,FL,Passenger,0,1,1,89,90,1.11
February 29 2020,Contra Costa,CA,Passenger,3,2,5,327,332,1.51
July 31 2018,Moore,NC,Passenger,0,1,1,194,195,0.51
March 31 2020,District of Columbia,DC,Passenger,1,1,2,196,198,1.01
February 28 2023,Montgomery,AL,Passenger,2,1,3,36,39,7.69
November 30 2018,Albemarle,VA,Passenger,1,0,1,27,28,3.57
January 31 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
April 30 2024,Mason,WA,Truck,23,0,23,20402,20425,0.11
May 31 2023,San Diego,CA,Passenger,22,7,29,2223,2252,1.29
May 31 2018,Sacramento,CA,Passenger,1,1,2,316,318,0.63
April 30 2017,Whitman,WA,Truck,0,0,0,8378,8378,0.00
June 30 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
July 31 2024,Kings,NY,Passenger,1,0,1,25,26,3.85
May 31 2021,Wichita,TX,Passenger,1,0,1,41,42,2.38
April 30 2023,Lincoln,OR,Passenger,0,1,1,18,19,5.26
October 31 2018,Clark,WA,Passenger,1149,814,1963,310357,312320,0.63
September 30 2019,Yakima,WA,Passenger,112,113,225,165611,165836,0.14
November 30 2022,Contra Costa,CA,Passenger,0,2,2,203,205,0.98
December 31 2018,Lincoln,WA,Passenger,2,5,7,7777,7784,0.09
July 31 2021,Middlesex,MA,Passenger,1,0,1,103,104,0.96
May 31 2017,Muscogee,GA,Passenger,0,1,1,244,245,0.41
May 31 2019,Cowlitz,WA,Passenger,95,107,202,72892,73094,0.28
January 31 2019,New London,CT,Passenger,0,1,1,243,244,0.41
November 30 2018,Benton,WA,Truck,0,0,0,41433,41433,0.00
September 30 2022,Harnett,NC,Passenger,2,0,2,154,156,1.28
January 31 2017,St. Lucie,FL,Passenger,1,0,1,31,32,3.12
January 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
July 31 2022,Fulton,GA,Passenger,1,1,2,78,80,2.50
September 30 2022,Manassas,VA,Passenger,0,1,1,8,9,11.11
March 31 2020,Guadalupe,TX,Passenger,1,0,1,70,71,1.41
June 30 2024,Alexandria,VA,Passenger,3,0,3,78,81,3.70
February 28 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
February 28 2019,Kitsap,WA,Truck,1,0,1,53693,53694,0.00
September 30 2023,Island,WA,Passenger,1184,459,1643,60872,62515,2.63
March 31 2020,Ferry,WA,Truck,0,0,0,3564,3564,0.00
August 31 2024,Wahkiakum,WA,Passenger,40,25,65,2985,3050,2.13
August 31 2020,Klickitat,WA,Passenger,57,42,99,15037,15136,0.65
July 31 2019,Clark,WA,Truck,0,0,0,80582,80582,0.00
April 30 2020,Howard,MD,Passenger,0,1,1,83,84,1.19
June 30 2019,San Francisco,CA,Passenger,2,2,4,109,113,3.54
November 30 2018,Charleston,SC,Passenger,1,0,1,124,125,0.80
December 31 2023,Saratoga,NY,Passenger,1,1,2,32,34,5.88
July 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
January 31 2023,Pend Oreille,WA,Passenger,23,14,37,8923,8960,0.41
February 28 2021,Pend Oreille,WA,Truck,0,0,0,5720,5720,0.00
January 31 2022,Monterey,CA,Passenger,0,3,3,156,159,1.89
May 31 2020,Grays Harbor,WA,Truck,0,0,0,20762,20762,0.00
September 30 2023,San Diego,CA,Truck,1,0,1,434,435,0.23
October 31 2022,Newport,RI,Passenger,0,1,1,72,73,1.37
March 31 2021,New London,CT,Passenger,1,2,3,227,230,1.30
August 31 2019,New Haven,CT,Passenger,0,2,2,47,49,4.08
October 31 2022,Okaloosa,FL,Passenger,0,1,1,104,105,0.95
February 28 2018,Montgomery,PA,Passenger,1,0,1,34,35,2.86
January 31 2024,Gwinnett,GA,Passenger,1,0,1,46,47,2.13
June 30 2022,Snohomish,WA,Passenger,8355,2524,10879,532316,543195,2.00
January 31 2018,Anne Arundel,MD,Passenger,0,1,1,473,474,0.21
November 30 2022,Snohomish,WA,Passenger,9869,2713,12582,529887,542469,2.32
October 31 2022,Thurston,WA,Passenger,2465,1106,3571,192076,195647,1.83
January 31 2018,Maui,HI,Passenger,1,0,1,66,67,1.49
May 31 2018,Jefferson,WA,Passenger,138,91,229,24384,24613,0.93
October 31 2023,Pacific,WA,Truck,5,0,5,7816,7821,0.06
July 31 2018,Deschutes,OR,Passenger,1,0,1,177,178,0.56
April 30 2019,Washoe,NV,Passenger,2,0,2,113,115,1.74
July 31 2020,Sedgwick,KS,Passenger,1,1,2,100,102,1.96
December 31 2023,Bay,FL,Passenger,1,0,1,21,22,4.55
January 31 2023,Sarpy,NE,Passenger,1,0,1,61,62,1.61
July 31 2022,Providence,RI,Passenger,1,0,1,21,22,4.55
April 30 2018,Lewis,WA,Passenger,78,53,131,57356,57487,0.23
July 31 2017,Maricopa,AZ,Passenger,1,1,2,1766,1768,0.11
August 31 2022,Skagit,WA,Passenger,855,348,1203,89650,90853,1.32
June 30 2019,Walla Walla,WA,Truck,0,0,0,13590,13590,0.00
March 31 2018,Garfield,WA,Passenger,1,0,1,1330,1331,0.08
October 31 2020,DeKalb,GA,Passenger,1,0,1,79,80,1.25
August 31 2020,Kitsap,WA,Truck,0,0,0,54148,54148,0.00
August 31 2019,Cowlitz,WA,Truck,0,0,0,28895,28895,0.00
August 31 2023,,,Passenger,5,1,6,267,273,2.20
February 29 2020,Hillsborough,FL,Passenger,0,1,1,193,194,0.52
July 31 2019,Honolulu,HI,Passenger,3,3,6,516,522,1.15
October 31 2021,Orange,CA,Passenger,6,2,8,436,444,1.80
May 31 2024,Kittitas,WA,Passenger,520,137,657,29308,29965,2.19
January 31 2024,Calvert,MD,Passenger,1,1,2,74,76,2.63
December 31 2017,District of Columbia,DC,Passenger,0,3,3,197,200,1.50
April 30 2019,Hawaii,HI,Passenger,1,0,1,67,68,1.47
March 31 2024,Lake,IN,Passenger,0,1,1,4,5,20.00
January 31 2023,Columbia,OR,Passenger,1,0,1,13,14,7.14
December 31 2019,Shelby,TN,Passenger,0,1,1,100,101,0.99
May 31 2017,Lewis,WA,Truck,0,0,0,24832,24832,0.00
November 30 2019,Clallam,WA,Truck,1,0,1,21838,21839,0.00
June 30 2017,Pacific,WA,Passenger,10,7,17,15139,15156,0.11
November 30 2020,Pend Oreille,WA,Passenger,9,4,13,9138,9151,0.14
October 31 2020,El Paso,TX,Passenger,3,0,3,415,418,0.72
April 30 2020,Queens,NY,Passenger,1,0,1,54,55,1.82
October 31 2021,Allen,IN,Passenger,1,0,1,21,22,4.55
November 30 2023,Howard,MD,Passenger,0,2,2,62,64,3.12
November 30 2017,Franklin,WA,Truck,0,0,0,18409,18409,0.00
March 31 2021,Santa Clara,CA,Passenger,9,2,11,290,301,3.65
April 30 2021,Virginia Beach,VA,Passenger,2,0,2,635,637,0.31
March 31 2019,Charles,MD,Passenger,0,1,1,82,83,1.20
December 31 2022,Leavenworth,KS,Passenger,0,1,1,91,92,1.09
April 30 2022,Mohave,AZ,Passenger,1,0,1,51,52,1.92
February 28 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
April 30 2020,Gwinnett,GA,Passenger,1,0,1,78,79,1.27
August 31 2023,Adams,CO,Passenger,1,0,1,23,24,4.17
May 31 2018,Lee,FL,Passenger,1,0,1,56,57,1.75
March 31 2024,Rockingham,NH,Passenger,1,0,1,10,11,9.09
July 31 2022,Whatcom,WA,Passenger,1865,753,2618,148565,151183,1.73
June 30 2017,Pierce,WA,Passenger,956,842,1798,524823,526621,0.34
March 31 2017,Spokane,WA,Truck,1,0,1,90242,90243,0.00
August 31 2019,Anne Arundel,MD,Passenger,1,1,2,433,435,0.46
June 30 2021,Adams,WA,Truck,0,0,0,5385,5385,0.00
October 31 2020,Maricopa,AZ,Passenger,6,9,15,1478,1493,1.00
June 30 2022,St. Clair,IL,Passenger,1,0,1,128,129,0.78
February 28 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
March 31 2021,Stafford,VA,Passenger,2,1,3,106,109,2.75
July 31 2021,St. Mary's,MD,Passenger,1,0,1,208,209,0.48
December 31 2022,Yellowstone,MT,Passenger,0,1,1,20,21,4.76
January 31 2023,Chelan,WA,Passenger,555,146,701,54265,54966,1.28
October 31 2018,Washoe,NV,Passenger,1,0,1,113,114,0.88
September 30 2020,Skamania,WA,Passenger,32,22,54,8362,8416,0.64
May 31 2024,Isle of Wight,VA,Passenger,0,1,1,16,17,5.88
September 30 2017,Fairfax,VA,Passenger,3,1,4,835,839,0.48
August 31 2023,Hillsborough,FL,Passenger,3,2,5,113,118,4.24
November 30 2022,Ada,ID,Passenger,2,0,2,160,162,1.23
February 28 2022,Dorchester,SC,Passenger,1,0,1,75,76,1.32
August 31 2023,Henrico,VA,Passenger,0,1,1,11,12,8.33
November 30 2023,Bay,FL,Passenger,1,0,1,22,23,4.35
June 30 2021,Kitsap,WA,Passenger,1852,857,2709,180289,182998,1.48
September 30 2019,Grant,WA,Passenger,48,63,111,65159,65270,0.17
October 31 2020,Loudoun,VA,Passenger,1,0,1,83,84,1.19
March 31 2022,Suffolk,MA,Passenger,0,1,1,28,29,3.45
November 30 2023,Montgomery,AL,Passenger,2,1,3,32,35,8.57
June 30 2021,Washington,MD,Passenger,1,0,1,11,12,8.33
January 31 2017,Franklin,MA,Passenger,0,1,1,5,6,16.67
June 30 2022,Asotin,WA,Passenger,23,19,42,12696,12738,0.33
October 31 2021,Geary,KS,Passenger,1,0,1,100,101,0.99
December 31 2021,Douglas,WA,Truck,0,0,0,12691,12691,0.00
February 29 2024,Los Angeles,CA,Passenger,11,4,15,569,584,2.57
February 28 2017,Charles,MD,Passenger,0,1,1,91,92,1.09
April 30 2023,San Francisco,CA,Passenger,2,0,2,73,75,2.67
March 31 2020,Santa Clara,CA,Passenger,9,2,11,342,353,3.12
June 30 2019,Middlesex,MA,Passenger,1,0,1,116,117,0.85
November 30 2018,St. Mary's,MD,Passenger,1,0,1,210,211,0.47
December 31 2023,Laramie,WY,Passenger,1,0,1,25,26,3.85
December 31 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
September 30 2022,Wahkiakum,WA,Truck,1,0,1,1799,1800,0.06
November 30 2017,Adams,WA,Truck,0,0,0,5139,5139,0.00
July 31 2021,Asotin,WA,Truck,0,0,0,6763,6763,0.00
April 30 2022,Portsmouth,VA,Passenger,0,1,1,73,74,1.35
October 31 2019,Sedgwick,KS,Passenger,1,1,2,100,102,1.96
July 31 2018,El Paso,TX,Passenger,1,0,1,503,504,0.20
March 31 2021,Calvert,MD,Passenger,0,2,2,88,90,2.22
October 31 2021,Essex,NJ,Passenger,2,0,2,14,16,12.50
May 31 2022,Hamilton,IN,Passenger,1,0,1,29,30,3.33
January 31 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
March 31 2018,Kitsap,WA,Truck,1,0,1,52971,52972,0.00
November 30 2019,Snohomish,WA,Truck,0,0,0,123143,123143,0.00
May 31 2023,Travis,TX,Passenger,2,1,3,100,103,2.91
February 29 2020,Whitman,WA,Passenger,42,48,90,22603,22693,0.40
June 30 2020,Stevens,WA,Truck,0,0,0,18640,18640,0.00
October 31 2020,Washoe,NV,Passenger,1,0,1,105,106,0.94
August 31 2017,Charles,MD,Passenger,0,1,1,86,87,1.15
August 31 2023,District of Columbia,DC,Passenger,2,0,2,134,136,1.47
October 31 2021,Sarasota,FL,Passenger,2,0,2,42,44,4.55
July 31 2021,Island,WA,Truck,0,0,0,21522,21522,0.00
November 30 2018,Norfolk,VA,Passenger,2,2,4,340,344,1.16
April 30 2024,Lane,OR,Passenger,0,1,1,55,56,1.79
June 30 2023,Klickitat,WA,Truck,12,0,12,8225,8237,0.15
September 30 2023,Douglas,NE,Passenger,1,1,2,29,31,6.45
September 30 2023,Moore,NC,Passenger,0,1,1,103,104,0.96
January 31 2021,Hawaii,HI,Passenger,1,0,1,57,58,1.72
July 31 2021,Suffolk,MA,Passenger,0,2,2,36,38,5.26
August 31 2023,Washtenaw,MI,Passenger,0,2,2,21,23,8.70
September 30 2019,Asotin,WA,Truck,0,0,0,6682,6682,0.00
February 29 2024,Adams,WA,Truck,3,0,3,5369,5372,0.06
November 30 2023,Pend Oreille,WA,Truck,2,0,2,5594,5596,0.04
January 31 2020,Pinellas,FL,Passenger,1,1,2,119,121,1.65
August 31 2023,Suffolk,VA,Passenger,1,0,1,98,99,1.01
July 31 2020,New York,NY,Passenger,1,0,1,65,66,1.52
April 30 2024,Beaufort,SC,Passenger,1,0,1,28,29,3.45
December 31 2023,Yuba,CA,Passenger,1,0,1,48,49,2.04
April 30 2023,Randolph,NC,Passenger,1,0,1,2,3,33.33
February 28 2017,Thurston,WA,Passenger,350,309,659,184824,185483,0.36
January 31 2024,Okanogan,WA,Truck,8,0,8,16368,16376,0.05
March 31 2021,Kitsap,WA,Passenger,1675,799,2474,179565,182039,1.36
August 31 2024,Fairfax,VA,Passenger,13,5,18,485,503,3.58
July 31 2019,Clallam,WA,Passenger,177,144,321,50631,50952,0.63
December 31 2021,Chelan,WA,Passenger,408,114,522,54657,55179,0.95
October 31 2018,Cowlitz,WA,Truck,0,0,0,28663,28663,0.00
November 30 2023,Garfield,OK,Passenger,1,0,1,15,16,6.25
July 31 2023,Chesterfield,VA,Passenger,1,0,1,36,37,2.70
October 31 2020,Frederick,MD,Passenger,1,1,2,67,69,2.90
June 30 2018,Juneau,AK,Passenger,0,1,1,48,49,2.04
August 31 2024,Meade,KY,Passenger,1,0,1,18,19,5.26
October 31 2023,Madison,IL,Passenger,2,0,2,16,18,11.11
October 31 2019,Queens,NY,Passenger,1,0,1,52,53,1.89
November 30 2020,Larimer,CO,Passenger,1,0,1,48,49,2.04
May 31 2019,Pinellas,FL,Passenger,1,0,1,119,120,0.83
October 31 2023,Snohomish,WA,Truck,216,0,216,120745,120961,0.18
August 31 2023,Island,WA,Passenger,1152,447,1599,60893,62492,2.56
November 30 2017,Okanogan,WA,Truck,0,0,0,16270,16270,0.00
April 30 2023,Solano,CA,Passenger,5,0,5,147,152,3.29
December 31 2020,Pacific,WA,Passenger,34,35,69,15713,15782,0.44
July 31 2020,,,Passenger,6,1,7,375,382,1.83
October 31 2017,Nassau,NY,Passenger,1,1,2,41,43,4.65
February 28 2017,Volusia,FL,Passenger,0,1,1,50,51,1.96
May 31 2024,Pulaski,MO,Passenger,2,0,2,84,86,2.33
February 28 2023,Cumberland,PA,Passenger,1,0,1,41,42,2.38
October 31 2019,Mercer,NJ,Passenger,0,1,1,17,18,5.56
June 30 2021,Deschutes,OR,Passenger,1,0,1,131,132,0.76
December 31 2018,Maricopa,AZ,Passenger,2,3,5,1637,1642,0.30
September 30 2021,Contra Costa,CA,Passenger,2,3,5,254,259,1.93
March 31 2021,Contra Costa,CA,Passenger,3,4,7,269,276,2.54
November 30 2023,Pinal,AZ,Passenger,2,1,3,80,83,3.61
December 31 2021,Hennepin,MN,Passenger,3,0,3,72,75,4.00
February 28 2022,District of Columbia,DC,Passenger,4,0,4,174,178,2.25
November 30 2021,Wake,NC,Passenger,1,0,1,130,131,0.76
September 30 2021,Henrico,VA,Passenger,0,1,1,16,17,5.88
May 31 2023,York,VA,Passenger,1,0,1,76,77,1.30
October 31 2022,DuPage,IL,Passenger,2,1,3,44,47,6.38
June 30 2023,Mercer,NJ,Passenger,0,1,1,12,13,7.69
January 31 2023,Louisa,VA,Passenger,0,1,1,1,2,50.00
February 28 2017,King,WA,Passenger,9097,3712,12809,1384850,1397659,0.92
October 31 2019,Grays Harbor,WA,Passenger,95,95,190,48289,48479,0.39
December 31 2017,Kitsap,WA,Passenger,694,377,1071,175842,176913,0.61
December 31 2020,Tarrant,TX,Passenger,1,0,1,178,179,0.56
March 31 2023,New York,NY,Passenger,2,0,2,36,38,5.26
May 31 2024,Mohave,AZ,Passenger,1,0,1,27,28,3.57
October 31 2021,Plaquemines,LA,Passenger,0,1,1,20,21,4.76
October 31 2020,Kings,NY,Passenger,1,0,1,67,68,1.47
July 31 2022,Allen,IN,Passenger,1,0,1,19,20,5.00
April 30 2023,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
August 31 2018,Howard,MD,Passenger,0,1,1,92,93,1.08
May 31 2021,Stevens,WA,Truck,0,0,0,18950,18950,0.00
July 31 2017,Island,WA,Passenger,121,142,263,60249,60512,0.43
May 31 2017,Dale,AL,Passenger,0,1,1,62,63,1.59
June 30 2017,Walla Walla,WA,Passenger,25,26,51,34838,34889,0.15
August 31 2024,Pacific,WA,Passenger,118,115,233,15231,15464,1.51
November 30 2022,Pend Oreille,WA,Passenger,19,13,32,8956,8988,0.36
August 31 2021,Yamhill,OR,Passenger,1,0,1,40,41,2.44
January 31 2020,Camden,NJ,Passenger,0,2,2,22,24,8.33
August 31 2018,Queens,NY,Passenger,1,0,1,63,64,1.56
January 31 2024,Island,WA,Truck,44,0,44,20786,20830,0.21
August 31 2023,Kittitas,WA,Passenger,386,108,494,29330,29824,1.66
March 31 2020,Lincoln,WA,Truck,0,0,0,4654,4654,0.00
December 31 2022,Ventura,CA,Passenger,3,3,6,243,249,2.41
September 30 2017,Garfield,WA,Passenger,1,0,1,1295,1296,0.08
July 31 2018,Clallam,WA,Truck,0,0,0,21477,21477,0.00
October 31 2019,Moore,NC,Passenger,0,1,1,173,174,0.57
April 30 2021,San Bernardino,CA,Passenger,1,0,1,403,404,0.25
May 31 2020,Dallas,TX,Passenger,1,0,1,214,215,0.47
October 31 2022,San Joaquin,CA,Passenger,1,0,1,91,92,1.09
April 30 2018,Nueces,TX,Passenger,1,1,2,93,95,2.11
May 31 2019,San Juan,PR,Passenger,0,1,1,3,4,25.00
January 31 2020,Washtenaw,MI,Passenger,1,0,1,42,43,2.33
January 31 2022,Maui,HI,Passenger,1,0,1,28,29,3.45
December 31 2023,Philadelphia,PA,Passenger,0,1,1,37,38,2.63
June 30 2023,Marion,OR,Passenger,1,0,1,74,75,1.33
July 31 2024,Washtenaw,MI,Passenger,0,2,2,14,16,12.50
August 31 2021,Tom Green,TX,Passenger,0,1,1,22,23,4.35
December 31 2021,Wilson,TX,Passenger,0,1,1,3,4,25.00
December 31 2021,St. Louis,MO,Passenger,1,0,1,79,80,1.25
October 31 2021,St. Clair,IL,Passenger,1,0,1,133,134,0.75
September 30 2020,Pacific,WA,Truck,0,0,0,7736,7736,0.00
September 30 2021,Franklin,WA,Truck,0,0,0,20708,20708,0.00
January 31 2018,Grays Harbor,WA,Passenger,42,42,84,45969,46053,0.18
April 30 2017,Cascade,MT,Passenger,0,1,1,66,67,1.49
March 31 2017,Wayne,MI,Passenger,0,1,1,74,75,1.33
August 31 2021,Camden,NJ,Passenger,0,1,1,16,17,5.88
April 30 2023,Charleston,SC,Passenger,1,2,3,60,63,4.76
July 31 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
June 30 2018,Okanogan,WA,Passenger,9,19,28,25943,25971,0.11
October 31 2017,New Haven,CT,Passenger,0,1,1,53,54,1.85
September 30 2021,Douglas,WA,Truck,0,0,0,12705,12705,0.00
August 31 2021,Benton,WA,Truck,0,0,0,43598,43598,0.00
January 31 2020,Grant,WA,Truck,0,0,0,27027,27027,0.00
August 31 2022,Mohave,AZ,Passenger,1,0,1,48,49,2.04
February 28 2022,Philadelphia,PA,Passenger,1,0,1,48,49,2.04
May 31 2020,Lee,FL,Passenger,1,0,1,49,50,2.00
February 29 2020,Ulster,NY,Passenger,1,0,1,13,14,7.14
November 30 2017,Columbia,WA,Passenger,2,1,3,2391,2394,0.13
November 30 2023,Onslow,NC,Passenger,0,1,1,133,134,0.75
November 30 2020,Walla Walla,WA,Truck,0,0,0,13812,13812,0.00
August 31 2020,Monterey,CA,Passenger,0,2,2,172,174,1.15
April 30 2022,Prince William,VA,Passenger,1,4,5,206,211,2.37
December 31 2023,Mason,WA,Passenger,552,228,780,46212,46992,1.66
December 31 2021,King,WA,Truck,6,1,7,182896,182903,0.00
March 31 2023,Saratoga,NY,Passenger,1,1,2,40,42,4.76
August 31 2022,Salt Lake,UT,Passenger,2,1,3,149,152,1.97
December 31 2020,Rockingham,NH,Passenger,1,0,1,23,24,4.17
February 28 2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22
April 30 2018,El Paso,TX,Passenger,1,0,1,514,515,0.19
March 31 2023,Douglas,CO,Passenger,0,1,1,69,70,1.43
February 28 2019,Broward,FL,Passenger,2,1,3,129,132,2.27
April 30 2023,Benton,WA,Truck,19,0,19,43237,43256,0.04
July 31 2022,San Francisco,CA,Passenger,2,0,2,88,90,2.22
June 30 2017,Jefferson,NY,Passenger,1,1,2,250,252,0.79
July 31 2019,San Joaquin,CA,Passenger,1,0,1,136,137,0.73
October 31 2023,Mobile,AL,Passenger,1,0,1,28,29,3.45
July 31 2024,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
September 30 2018,San Juan,PR,Passenger,0,1,1,4,5,20.00
December 31 2017,Juneau,AK,Passenger,0,1,1,47,48,2.08
June 30 2017,Clallam,WA,Passenger,90,76,166,48373,48539,0.34
October 31 2020,Okanogan,WA,Passenger,46,36,82,25976,26058,0.31
December 31 2022,Grant,WA,Truck,4,0,4,28023,28027,0.01
May 31 2023,Alameda,CA,Passenger,6,2,8,181,189,4.23
September 30 2018,Stevens,WA,Passenger,14,27,41,31692,31733,0.13
December 31 2022,Lewis,WA,Passenger,267,186,453,59811,60264,0.75
January 31 2020,Stevens,WA,Passenger,34,32,66,31473,31539,0.21
January 31 2023,Maricopa,AZ,Passenger,17,5,22,910,932,2.36
December 31 2017,Brevard,FL,Passenger,0,1,1,103,104,0.96
February 28 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
April 30 2019,Calvert,MD,Passenger,0,2,2,87,89,2.25
August 31 2024,Santa Cruz,CA,Passenger,1,0,1,13,14,7.14
December 31 2022,Camden,NJ,Passenger,0,1,1,14,15,6.67
August 31 2023,Suffolk,MA,Passenger,1,0,1,23,24,4.17
February 28 2022,Klickitat,WA,Truck,0,0,0,8319,8319,0.00
February 28 2018,Franklin,WA,Truck,0,0,0,18571,18571,0.00
April 30 2018,Clark,WA,Passenger,943,657,1600,306392,307992,0.52
August 31 2023,El Paso,CO,Passenger,5,2,7,505,512,1.37
May 31 2021,Kittitas,WA,Passenger,154,62,216,29970,30186,0.72
January 31 2024,Mason,WA,Passenger,568,236,804,46146,46950,1.71
July 31 2024,King,WA,Truck,1512,2,1514,167660,169174,0.89
November 30 2019,Okanogan,WA,Truck,0,0,0,16553,16553,0.00
March 31 2018,Prince George's,MD,Passenger,0,1,1,183,184,0.54
July 31 2022,Anchorage,AK,Passenger,2,0,2,139,141,1.42
January 31 2024,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
August 31 2021,Thurston,WA,Passenger,1710,906,2616,197347,199963,1.31
September 30 2021,Alameda,CA,Passenger,6,0,6,237,243,2.47
June 30 2021,Fairfax,VA,Passenger,5,3,8,717,725,1.10
February 29 2020,Cumberland,NC,Passenger,1,2,3,491,494,0.61
January 31 2023,Denton,TX,Passenger,2,0,2,59,61,3.28
April 30 2017,Madison,ID,Passenger,1,0,1,39,40,2.50
May 31 2021,Hawaii,HI,Passenger,1,0,1,52,53,1.89
December 31 2018,Camden,NJ,Passenger,0,1,1,28,29,3.45
October 31 2020,Boulder,CO,Passenger,1,1,2,47,49,4.08
June 30 2024,Pierce,WA,Truck,325,0,325,132120,132445,0.25
June 30 2024,Douglas,WA,Truck,14,0,14,12945,12959,0.11
March 31 2019,Duval,FL,Passenger,1,2,3,388,391,0.77
September 30 2018,Kitsap,WA,Truck,1,0,1,53534,53535,0.00
February 28 2023,Riverside,CA,Passenger,8,0,8,450,458,1.75
July 31 2019,Cumberland,NC,Passenger,1,2,3,514,517,0.58
June 30 2024,Garfield,OK,Passenger,1,0,1,14,15,6.67
May 31 2023,Oldham,KY,Passenger,0,1,1,3,4,25.00
October 31 2017,Lewis,WA,Passenger,53,41,94,56278,56372,0.17
March 31 2022,Benton,WA,Passenger,696,443,1139,135588,136727,0.83
October 31 2022,Los Angeles,CA,Passenger,5,6,11,819,830,1.33
February 28 2021,Douglas,CO,Passenger,0,1,1,82,83,1.20
August 31 2023,Harris,TX,Passenger,2,1,3,155,158,1.90
April 30 2022,Geary,KS,Passenger,1,0,1,89,90,1.11
May 31 2022,Pacific,WA,Truck,0,0,0,7939,7939,0.00
February 28 2021,Bexar,TX,Passenger,3,5,8,597,605,1.32
July 31 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
November 30 2023,Richland,SC,Passenger,0,1,1,101,102,0.98
October 31 2023,Prince George,VA,Passenger,1,0,1,42,43,2.33
November 30 2019,Lee,FL,Passenger,1,0,1,53,54,1.85
July 31 2023,Montgomery,PA,Passenger,1,0,1,21,22,4.55
December 31 2019,Randolph,NC,Passenger,1,0,1,7,8,12.50
October 31 2018,Pierce,WA,Truck,0,0,0,138722,138722,0.00
October 31 2022,Lewis,WA,Truck,2,0,2,26334,26336,0.01
July 31 2018,San Diego,CA,Passenger,7,2,9,2575,2584,0.35
September 30 2018,Benton,WA,Truck,0,0,0,41338,41338,0.00
January 31 2017,Travis,TX,Passenger,1,1,2,217,219,0.91
November 30 2022,Clark,WA,Truck,39,0,39,81936,81975,0.05
January 31 2019,Virginia Beach,VA,Passenger,2,1,3,692,695,0.43
April 30 2022,Harris,TX,Passenger,2,0,2,192,194,1.03
May 31 2024,Contra Costa,CA,Passenger,2,1,3,131,134,2.24
October 31 2021,Lake,FL,Passenger,1,0,1,25,26,3.85
June 30 2023,Essex,MA,Passenger,1,0,1,12,13,7.69
July 31 2019,Wilson,TX,Passenger,0,1,1,7,8,12.50
September 30 2021,Washington,MD,Passenger,2,0,2,11,13,15.38
January 31 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
November 30 2018,Pierce,WA,Passenger,1470,1339,2809,538219,541028,0.52
October 31 2019,Island,WA,Passenger,361,251,612,63555,64167,0.95
March 31 2023,San Diego,CA,Passenger,23,7,30,2291,2321,1.29
March 31 2021,King,WA,Truck,6,1,7,184475,184482,0.00
February 28 2021,Virginia Beach,VA,Passenger,2,0,2,633,635,0.31
April 30 2018,Franklin,WA,Passenger,37,59,96,57391,57487,0.17
August 31 2021,Adams,WA,Truck,0,0,0,5412,5412,0.00
August 31 2019,Harnett,NC,Passenger,1,1,2,213,215,0.93
July 31 2021,Burlington,NJ,Passenger,0,1,1,121,122,0.82
April 30 2022,Eagle,CO,Passenger,1,0,1,6,7,14.29
April 30 2024,Asotin,WA,Truck,3,0,3,6576,6579,0.05
